admin0,AAD,PMD_10,PMD_25,PMD_50,PMD_100,scenario,year
TWN,16.587,45.744,142.908,196.157,237.346,pessimistic,2100
TZA,160872.138,323580.412,548481.624,3088051.546,4481380.076,current,2020
TZA,607867.713,2300576.452,4614599.571,6046751.747,7229105.039,optimistic,2050
TZA,472172.201,1734933.421,3530632.883,4854000.083,6037354.241,pessimistic,2050
TZA,594939.606,2246803.131,4513342.339,5945153.319,7082253.257,optimistic,2100
TZA,885800.29,4013024.302,6208529.907,7530388.619,8554889.085,pessimistic,2100
UGA,182753.175,461310.178,724198.922,3129651.545,4506116.928,current,2020
UGA,631960.229,2277783.517,4936698.609,6464025.248,7743342.788,optimistic,2050
UGA,342548.381,1166226.172,2502555.921,3804192.461,4973967.765,pessimistic,2050
UGA,533032.602,1798692.832,4266884.028,5702592.391,6843610.975,optimistic,2100
UGA,707578.578,2995731.959,5110217.36,6442966.844,7473735.033,pessimistic,2100
UKR,2725.247,1132.775,6236.48,68463.108,99324.854,current,2020
UKR,2534.763,1706.773,19000.943,44903.578,70597.625,optimistic,2050
UKR,4316.782,3013.387,33897.123,76903.2,112149.415,pessimistic,2050
UKR,2077.693,1087.16,11875.988,39747.054,69899.612,optimistic,2100
UKR,11741.866,35581.958,97990.703,133717.809,158968.579,pessimistic,2100
URY,54.709,0,87.204,1487.987,2146.148,current,2020
URY,59.92,12.713,390.795,1108.946,2083.764,optimistic,2050
URY,23.039,0.485,74.234,470.17,1061.782,pessimistic,2050
URY,42.853,4.864,195.271,817.594,1820.355,optimistic,2100
URY,10.652,0,13.438,149.845,711.756,pessimistic,2100
USA,140.413,0,110.916,3929.792,5738.026,current,2020
USA,545.286,1254.57,4541.35,7201.932,9413.683,optimistic,2050
USA,403.091,1220.974,2987.612,4769.386,6610.11,pessimistic,2050
USA,467.458,968.059,3838.76,6483.599,8743,optimistic,2100
USA,625.649,2028.62,4654.142,7197.829,9266.464,pessimistic,2100
UZB,937.113,338.069,2083.661,23716.106,34563.728,current,2020
UZB,13071.601,69364.052,84987.551,90397.21,92774.982,optimistic,2050
UZB,14485.75,81341.467,89374.439,92030.664,93601.235,pessimistic,2050
UZB,13882.442,76049.849,87942.197,91426.1,93124.764,optimistic,2100
UZB,15780.585,91110.631,94856.47,95744.831,96036.698,pessimistic,2100
VEN,4521.514,0,4218.872,126568.247,182139.373,current,2020
VEN,20968.762,55920.513,176582.912,257687.462,315964.463,optimistic,2050
VEN,9350.255,7029.674,83599.854,156523.695,217281.989,pessimistic,2050
VEN,19421.33,47073.69,165076.604,249300.935,312487.867,optimistic,2100
VEN,55621.433,274866.318,381978.841,420812.573,443939.614,pessimistic,2100
VNM,80.333,0,62.527,2254.501,3274.224,current,2020
VNM,364.407,1353.806,2640.822,3808.374,4722.558,optimistic,2050
VNM,509.873,2049.98,3727.702,4894.897,5786.888,pessimistic,2050
VNM,366.959,1280.651,2765.193,3944.494,4939.608,optimistic,2100
VNM,445.501,1627.003,3394.194,4558.327,5586.637,pessimistic,2100
VUT,0.478,0,0.388,13.437,19.376,current,2020
VUT,1.031,0.081,10.514,16.542,27.191,optimistic,2050
VUT,0.756,0.036,6.833,13.157,21.596,pessimistic,2050
VUT,0.961,0.026,9.508,16.437,24.939,optimistic,2100
VUT,0.756,0.036,6.833,13.157,21.596,pessimistic,2100
WSM,0.087,0,0.078,2.456,3.501,current,2020
WSM,0.161,0.023,0.907,3.549,5.152,optimistic,2050
WSM,0.022,0,0.025,0.607,0.861,pessimistic,2050
WSM,0.065,0,0.47,0.815,2.972,optimistic,2100
WSM,0.022,0,0.025,0.607,0.861,pessimistic,2100
XKO,0.481,0,0.377,13.549,19.491,current,2020
XKO,0.274,0,0.238,6.867,12.685,optimistic,2050
XKO,2.173,4.659,20.407,27.556,33.94,pessimistic,2050
XKO,1.128,0.162,11.03,20.474,26.122,optimistic,2100
XKO,5.232,24.159,36.156,43.726,49.498,pessimistic,2100
YEM,30437.183,75424.586,114961.614,528104.663,773416.653,current,2020
YEM,48981.077,152965.385,357575.355,570491.194,797170.066,optimistic,2050
YEM,125825.816,439015.021,994567.649,1328799.978,1556560.841,pessimistic,2050
YEM,63297.551,204969.175,455650.111,737780.622,981901.691,optimistic,2100
YEM,203798.756,935185.495,1461632.005,1685414.444,1810663.784,pessimistic,2100
ZAF,3392.281,90.767,6689.697,90408.293,130745.059,current,2020
ZAF,11101.305,37528.234,80487.044,124408.711,164082.593,optimistic,2050
ZAF,9756.256,22391.644,78021.539,129517.386,180588.232,pessimistic,2050
ZAF,11026.582,36974.73,79050.286,124103.801,168502.131,optimistic,2100
ZAF,24697.024,102914.739,182395.028,225984.758,259005.416,pessimistic,2100
ZMB,58216.572,148728.866,221324.515,1000259.23,1448552.034,current,2020
ZMB,232949.722,963102.741,1725233.545,2134331.997,2494346.594,optimistic,2050
ZMB,158806.712,519944.378,1268254.762,1730374.492,2147459.399,pessimistic,2050
ZMB,294484.156,1319359.023,2085789.331,2525670.278,2860327.524,optimistic,2100
ZMB,426244.002,2125025.986,2884125.752,3203496.024,3430645.311,pessimistic,2100
ZWE,64487.523,165318.299,245482.597,1104260.937,1605117.052,current,2020
ZWE,376467.772,1622393.301,2777146.805,3333176.518,3647903.905,optimistic,2050
ZWE,356072.749,1505803.075,2644404.433,3210981.232,3549663.938,pessimistic,2050
ZWE,413741.634,1877110.972,2975585.647,3476009.087,3748692.915,optimistic,2100
ZWE,597034.696,3216830.177,3879088.254,3995060.676,4028693.422,pessimistic,2100
