admin0,GID_1,AAD,PMD_10,PMD_25,PMD_50,PMD_100,scenario,year
MWI,MWI.4_1,5467.543,23276.6,39224.432,49362.962,58364.641,optimistic,2100
MWI,MWI.5_1,6228.091,26504.616,47235.072,55649.719,57523.203,optimistic,2100
MWI,MWI.6_1,27691.434,124092.586,195788.033,238876.246,267312.884,optimistic,2100
MWI,MWI.7_1,27443.913,115274.984,200791.999,250139.295,288194.851,optimistic,2100
MWI,MWI.8_1,5113.701,18441.554,40457.002,51805.691,61515.157,optimistic,2100
MWI,MWI.9_1,52167.667,269049.833,347525.898,374628.249,386908.324,optimistic,2100
MWI,MWI.11_1,41812.284,190810.598,294593.257,351660.295,391428.753,optimistic,2100
MWI,MWI.12_1,11239.086,39811.544,89098.384,115513.414,138372.818,optimistic,2100
MWI,MWI.13_1,29898.618,125858.837,222033.571,270135.207,302868.734,optimistic,2100
MWI,MWI.14_1,13254.134,62368.594,90775.567,107958.39,122708.407,optimistic,2100
MWI,MWI.15_1,15578.098,68801.785,114931.965,131708.502,146647.05,optimistic,2100
MWI,MWI.16_1,1554.87,6892.729,11020.697,13468.108,15540.662,optimistic,2100
MWI,MWI.17_1,41665.038,210483.956,280694.869,306284.175,326316.402,optimistic,2100
MWI,MWI.19_1,6901.685,29659.421,50503.869,61406.15,68746.53,optimistic,2100
MWI,MWI.20_1,8228.564,37155.783,57662.587,69990.305,80667.57,optimistic,2100
MWI,MWI.21_1,5367.541,19035.397,42837.633,55769.886,63509.781,optimistic,2100
MWI,MWI.22_1,21142.513,96423.312,153866.933,173309.642,187931.2,optimistic,2100
MWI,MWI.23_1,12959.639,70434.883,82577.348,87101.896,87101.896,optimistic,2100
MWI,MWI.24_1,5763.96,18384.915,47526.319,62909.039,76623.481,optimistic,2100
MWI,MWI.25_1,4706.332,21681.076,32690.517,39294.43,44471.497,optimistic,2100
MWI,MWI.26_1,13002.779,57654.892,95151.767,112870.287,117381.349,optimistic,2100
MWI,MWI.27_1,11303.382,46110.194,85692.517,106846.562,112773.078,optimistic,2100
MWI,MWI.28_1,8962.695,34353.671,68949.686,87468.509,101997.018,optimistic,2100
MWI,MWI.18_1,3404.918,15016.047,24052.589,29714.449,34692.116,optimistic,2100
MWI,MWI.10_1,0,0,0,0,0,optimistic,2100
MWI,MWI.1_1,18765.127,97345.033,120997.511,135398.536,148275.232,pessimistic,2100
MWI,MWI.2_1,26310.818,132142.131,184065.334,191133.05,191133.05,pessimistic,2100
MWI,MWI.3_1,21454.676,113145.931,142002.991,148143.076,149710.202,pessimistic,2100
MWI,MWI.4_1,11092.844,61223.68,71006.805,71006.805,71006.805,pessimistic,2100
MWI,MWI.5_1,8757.435,47464.995,55927.669,58522.16,60338.527,pessimistic,2100
MWI,MWI.6_1,42072.654,208667.615,291053.503,314685.474,327004.282,pessimistic,2100
MWI,MWI.7_1,52958.62,284580.684,342437.284,357680.24,364945.511,pessimistic,2100
MWI,MWI.8_1,8301.852,39345.354,56746.01,67104.76,75538.154,pessimistic,2100
MWI,MWI.9_1,65994.272,377533.709,402201.992,405007.158,405267.859,pessimistic,2100
MWI,MWI.11_1,75295.121,404736.952,483881.996,510234.309,526145.949,pessimistic,2100
MWI,MWI.12_1,25384.179,119658.951,176942.483,205706.679,222645.147,pessimistic,2100
MWI,MWI.13_1,48540.727,241319.452,335780.653,362742.397,372270.807,pessimistic,2100
MWI,MWI.14_1,25199.46,126265.097,168857.936,188520.658,204822.013,pessimistic,2100
MWI,MWI.15_1,24751.819,126094.788,166990.768,178627.533,189015.905,pessimistic,2100
MWI,MWI.16_1,2645.083,13325.488,17415.283,19844.302,21903.707,pessimistic,2100
MWI,MWI.17_1,56966.81,322027.972,349130.662,358226.618,363425.353,pessimistic,2100
MWI,MWI.19_1,11564.569,60245.116,76212.281,81795.429,85565.782,pessimistic,2100
MWI,MWI.20_1,13411.236,66168.171,90768.177,102855.452,110658.243,pessimistic,2100
MWI,MWI.21_1,9837.425,50031.879,66768.438,71725.547,72898.867,pessimistic,2100
MWI,MWI.22_1,31214.207,162780.244,202069.006,224794.254,235753.767,pessimistic,2100
MWI,MWI.23_1,14590.113,84930.436,87100.539,87101.493,87101.758,pessimistic,2100
MWI,MWI.24_1,14917.353,71014.38,108737.749,115546.843,115546.843,pessimistic,2100
MWI,MWI.25_1,7490.122,40296.228,48157.346,50596.034,52228.479,pessimistic,2100
MWI,MWI.26_1,18042.693,92984.234,122913.009,127591.635,127591.635,pessimistic,2100
MWI,MWI.27_1,20377.676,107458.879,132639.406,143725.114,145170.996,pessimistic,2100
MWI,MWI.28_1,13807.374,60477.104,103471.564,116966.03,128148.046,pessimistic,2100
MWI,MWI.18_1,5778.875,28524.867,38713.069,45044.668,47697.232,pessimistic,2100
MWI,MWI.10_1,0,0,0,0,0,pessimistic,2100
MYS,MYS.1_1,1.466,0,2.328,39.932,57.448,current,2020
MYS,MYS.2_1,0.658,0,1.029,17.873,25.938,current,2020
MYS,MYS.3_1,0.722,0,1.142,19.649,28.316,current,2020
MYS,MYS.6_1,0.28,0,0.449,7.628,10.983,current,2020
MYS,MYS.7_1,0.836,0,1.339,22.773,32.704,current,2020
MYS,MYS.8_1,3.456,0,5.504,93.59,136.416,current,2020
MYS,MYS.9_1,1.323,0,2.076,35.941,52.115,current,2020
MYS,MYS.10_1,0.008,0,0.012,0.211,0.307,current,2020
MYS,MYS.13_1,11.332,0,17.908,307.986,445.55,current,2020
MYS,MYS.14_1,4.458,0.004,7.997,120.559,172.664,current,2020
MYS,MYS.15_1,0.266,0,0.422,7.248,10.446,current,2020
MYS,MYS.16_1,1.212,0,1.932,32.827,47.776,current,2020
MYS,MYS.11_1,0,0,0,0,0,current,2020
MYS,MYS.5_1,0,0,0,0,0,current,2020
MYS,MYS.12_1,0,0,0,0,0,current,2020
MYS,MYS.4_1,0,0,0,0,0,current,2020
MYS,MYS.1_1,13.015,52.251,99.1,123.06,136.492,optimistic,2050
MYS,MYS.2_1,4.621,18.691,34.744,43.04,50.119,optimistic,2050
MYS,MYS.3_1,8.668,39.032,63.232,73.384,76.773,optimistic,2050
MYS,MYS.6_1,1.179,0.457,12.81,18.832,24.414,optimistic,2050
MYS,MYS.7_1,4.36,11.07,39.154,52.637,63.43,optimistic,2050
MYS,MYS.8_1,27.56,104.41,212.453,271.877,318.334,optimistic,2050
MYS,MYS.9_1,8.707,30.863,71.207,88.53,100.157,optimistic,2050
MYS,MYS.10_1,0.003,0,0.012,0.019,0.248,optimistic,2050
MYS,MYS.13_1,69.069,243.922,528.835,736.502,879.321,optimistic,2050
MYS,MYS.14_1,15.966,57.603,121.423,160.68,213.537,optimistic,2050
MYS,MYS.15_1,2.447,9.709,18.657,23.64,25.656,optimistic,2050
MYS,MYS.16_1,17.928,95.44,115.72,123.268,128.99,optimistic,2050
MYS,MYS.11_1,0,0,0,0,0,optimistic,2050
MYS,MYS.5_1,0,0,0,0,0,optimistic,2050
MYS,MYS.12_1,0,0,0,0,0,optimistic,2050
MYS,MYS.4_1,0,0,0,0,0,optimistic,2050
MYS,MYS.1_1,7.968,26.763,62.401,86.189,107.183,pessimistic,2050
MYS,MYS.2_1,5.856,28.244,39.521,46.377,52.285,pessimistic,2050
MYS,MYS.3_1,3.878,12.737,31.619,42.188,49.58,pessimistic,2050
MYS,MYS.6_1,0.925,0.027,9.397,16.146,22.356,pessimistic,2050
MYS,MYS.7_1,6.476,22.156,51.897,68.775,80.906,pessimistic,2050
MYS,MYS.8_1,21.782,73.493,178.546,233.625,261.796,pessimistic,2050
MYS,MYS.9_1,12.205,55.754,86.352,101.979,113.633,pessimistic,2050
MYS,MYS.10_1,0.018,0.011,0.207,0.276,0.334,pessimistic,2050
MYS,MYS.13_1,103.516,448.006,761.034,906.265,1014.828,pessimistic,2050
MYS,MYS.14_1,20.367,82.179,145.255,199.088,235.693,pessimistic,2050
MYS,MYS.15_1,2.707,11.595,19.584,24.81,26.825,pessimistic,2050
MYS,MYS.16_1,10.515,43.396,79.99,96.989,103.625,pessimistic,2050
MYS,MYS.11_1,0,0,0,0,0,pessimistic,2050
MYS,MYS.5_1,0,0,0,0,0,pessimistic,2050
MYS,MYS.12_1,0,0,0,0,0,pessimistic,2050
MYS,MYS.4_1,0,0,0,0,0,pessimistic,2050
MYS,MYS.1_1,11.088,42.593,84.044,109.423,127.882,optimistic,2100
MYS,MYS.2_1,4.536,18.156,34.323,42.509,49.691,optimistic,2100
MYS,MYS.3_1,6.781,28.773,49.566,61.446,69.246,optimistic,2100
MYS,MYS.6_1,0.349,0,0.527,9.472,13.839,optimistic,2100
MYS,MYS.7_1,2.731,3.321,25.362,42.481,53.447,optimistic,2100
MYS,MYS.8_1,14.837,22.112,150.95,204.463,249.83,optimistic,2100
MYS,MYS.9_1,7.828,24.428,67.204,85.412,98.87,optimistic,2100
MYS,MYS.10_1,0.007,0.002,0.014,0.158,0.265,optimistic,2100
MYS,MYS.13_1,87.291,340.713,662.151,852.36,968.628,optimistic,2100
MYS,MYS.14_1,16.14,57.642,122.266,167.72,213.102,optimistic,2100
MYS,MYS.15_1,1.927,7.109,14.476,19.761,24.152,optimistic,2100
MYS,MYS.16_1,14.282,66.081,104.111,114.874,121.156,optimistic,2100
MYS,MYS.11_1,0,0,0,0,0,optimistic,2100
MYS,MYS.5_1,0,0,0,0,0,optimistic,2100
MYS,MYS.12_1,0,0,0,0,0,optimistic,2100
MYS,MYS.4_1,0,0,0,0,0,optimistic,2100
MYS,MYS.1_1,16.459,75.565,120.072,134.149,141.67,pessimistic,2100
MYS,MYS.2_1,8.148,40.627,53.906,62.066,68.735,pessimistic,2100
MYS,MYS.3_1,6.992,29.113,52.044,63.858,72.151,pessimistic,2100
MYS,MYS.6_1,1.547,0.676,17.098,24.302,30.893,pessimistic,2100
MYS,MYS.7_1,7.165,30.063,53.199,64.492,74.094,pessimistic,2100
MYS,MYS.8_1,27.801,116.416,206.208,252.654,285.776,pessimistic,2100
MYS,MYS.9_1,15.118,74.328,102.613,116.141,125.802,pessimistic,2100
MYS,MYS.10_1,0.027,0.021,0.32,0.398,0.464,pessimistic,2100
MYS,MYS.13_1,94.635,399.861,702.11,853.685,949.079,pessimistic,2100
MYS,MYS.14_1,35.696,165.974,246.247,294.464,335.912,pessimistic,2100
MYS,MYS.15_1,3.413,16.479,23.334,27.604,27.939,pessimistic,2100
MYS,MYS.16_1,15.277,75.658,106.172,113.768,118.89,pessimistic,2100
MYS,MYS.11_1,0,0,0,0,0,pessimistic,2100
MYS,MYS.5_1,0,0,0,0,0,pessimistic,2100
MYS,MYS.12_1,0,0,0,0,0,pessimistic,2100
MYS,MYS.4_1,0,0,0,0,0,pessimistic,2100
NAM,NAM.13_1,40.508,83.474,140.037,771.188,1113.576,current,2020
NAM,NAM.2_1,17.162,37.679,61.243,318.637,457.138,current,2020
NAM,NAM.3_1,32.512,66.758,112.258,619.438,895.706,current,2020
NAM,NAM.1_1,33.48,70.11,117.322,631.096,915.422,current,2020
NAM,NAM.4_1,178.7,359.152,607.81,3441.954,4963.304,current,2020
NAM,NAM.5_1,13.529,29.124,48.07,252.179,365.019,current,2020
NAM,NAM.6_1,15.528,31.276,53.22,297.607,431.919,current,2020
NAM,NAM.7_1,390.314,752.795,1298.287,7638.239,11033.877,current,2020
NAM,NAM.8_1,15.193,30.762,51.876,291.912,420.379,current,2020
NAM,NAM.9_1,234.204,461.05,790.613,4537.859,6571.724,current,2020
NAM,NAM.10_1,135.982,287.406,480.138,2548.232,3707.146,current,2020
NAM,NAM.11_1,58.303,119.519,202.645,1105.659,1613.188,current,2020
NAM,NAM.12_1,21.744,46.298,76.806,407.263,589.702,current,2020
NAM,NAM.13_1,339.917,1592.877,2393.821,2758.87,2969.892,optimistic,2050
NAM,NAM.2_1,112.646,485.216,812.964,1004.411,1151.731,optimistic,2050
NAM,NAM.3_1,156.21,526.701,1267.823,1648.669,1985.333,optimistic,2050
NAM,NAM.1_1,396.606,2138.888,2550.376,2683.28,2703.622,optimistic,2050
NAM,NAM.4_1,1156.557,5034.769,8503.5,10092.61,11108.749,optimistic,2050
NAM,NAM.5_1,27.733,66.5,218.776,382.557,468.131,optimistic,2050
NAM,NAM.6_1,35.544,101.475,297.477,404.394,540.995,optimistic,2050
NAM,NAM.7_1,393.009,1224.161,1801.409,5684.865,8483.938,optimistic,2050
NAM,NAM.8_1,47.457,149.739,412.647,513.274,571.193,optimistic,2050
NAM,NAM.9_1,320.211,624.144,2143.135,5087.083,7032.933,optimistic,2050
NAM,NAM.10_1,115.561,389.598,498.914,1686.082,2292.323,optimistic,2050
NAM,NAM.11_1,114.01,242.83,940.85,1581.857,2045.607,optimistic,2050
NAM,NAM.12_1,64.454,193.406,534.455,743.944,885.598,optimistic,2050
NAM,NAM.13_1,201.338,810.249,1474.602,1935.836,2261.24,pessimistic,2050
NAM,NAM.2_1,162.18,797.327,1101.875,1248.985,1339.246,pessimistic,2050
NAM,NAM.3_1,157.519,685.667,1137.802,1380.647,1582.767,pessimistic,2050
NAM,NAM.1_1,406.398,2256.895,2520.335,2648.001,2693.476,pessimistic,2050
NAM,NAM.4_1,747.112,2523.125,6156.788,7848.253,9156.339,pessimistic,2050
NAM,NAM.5_1,34.045,85.928,325.731,394.775,452.765,pessimistic,2050
NAM,NAM.6_1,69.015,285.375,504.461,640.984,747.961,pessimistic,2050
NAM,NAM.7_1,924.228,1627.544,9270.635,12181.877,14701.02,pessimistic,2050
NAM,NAM.8_1,31.725,97.942,249.527,357.076,480.821,pessimistic,2050
NAM,NAM.9_1,771.344,2222.096,6710.173,8753.714,10565.356,pessimistic,2050
NAM,NAM.10_1,311.045,503.465,3162.611,4180.571,5058.239,pessimistic,2050
NAM,NAM.11_1,179.684,439.46,1595.602,2228.029,2735.314,pessimistic,2050
NAM,NAM.12_1,67.379,208.862,568.251,746.302,883.689,pessimistic,2050
NAM,NAM.13_1,338.299,1615.192,2326.174,2714.158,2944.979,optimistic,2100
NAM,NAM.2_1,124.911,584.53,864.082,1022.921,1143.614,optimistic,2100
NAM,NAM.3_1,192.746,830.084,1376.952,1722.918,2020.092,optimistic,2100
NAM,NAM.1_1,395.622,2135.436,2540.462,2673.898,2698.221,optimistic,2100
NAM,NAM.4_1,1213.24,5520.553,8600.659,10258.253,11199.301,optimistic,2100
NAM,NAM.5_1,40.347,97.158,382.846,482.021,567.671,optimistic,2100
NAM,NAM.6_1,44.676,164.744,328.585,470.194,565.422,optimistic,2100
NAM,NAM.7_1,802.1,1517.147,7854.874,10459.641,12699.793,optimistic,2100
NAM,NAM.8_1,66.493,280.926,492.394,600.1,670.275,optimistic,2100
NAM,NAM.9_1,418.786,701.311,3481.709,6398.812,8141.06,optimistic,2100
NAM,NAM.10_1,245.863,444.72,2131.323,3573.219,4467.33,optimistic,2100
NAM,NAM.11_1,126.382,281.553,1119.879,1622.331,2098.45,optimistic,2100
NAM,NAM.12_1,92.863,351.033,725.328,912.92,1048.865,optimistic,2100
NAM,NAM.13_1,453.299,2377.732,3007.149,3156.323,3211.319,pessimistic,2100
NAM,NAM.2_1,237.688,1377.79,1427.27,1427.27,1427.27,pessimistic,2100
NAM,NAM.3_1,405.33,2260.604,2550.376,2574.915,2575.672,pessimistic,2100
NAM,NAM.1_1,463.097,2721.554,2727.738,2727.738,2727.738,pessimistic,2100
NAM,NAM.4_1,1999.879,10690.285,13111.118,13509.654,13621.303,pessimistic,2100
NAM,NAM.5_1,151.351,791.426,982.688,1084.877,1120.338,pessimistic,2100
NAM,NAM.6_1,145.413,750.419,962.6,1049.618,1087.453,pessimistic,2100
NAM,NAM.7_1,2867.785,14011.551,19278.392,22312.795,24923.877,pessimistic,2100
NAM,NAM.8_1,151.171,788.503,981.219,1083.895,1139.367,pessimistic,2100
NAM,NAM.9_1,1780.917,8625.37,12085.467,14071.968,15352.198,pessimistic,2100
NAM,NAM.10_1,944.649,4625.032,6326.719,7346.132,8215.492,pessimistic,2100
NAM,NAM.11_1,513.425,2543.488,3482.65,3887.311,4202.356,pessimistic,2100
NAM,NAM.12_1,217.152,1115.65,1433.296,1581.461,1662.645,pessimistic,2100
NER,NER.1_1,1122.621,2781.133,4186.893,19600.474,28502.3,current,2020
NER,NER.2_1,4677.546,12614.78,18398.129,77726.217,112561.84,current,2020
NER,NER.3_1,36121.308,90120.16,134760.39,632036.749,907814.166,current,2020
NER,NER.4_1,57119.541,155069.661,224873.783,949251.529,1363259.271,current,2020
NER,NER.5_1,2230.633,5556.936,8361.775,38896.687,56253.431,current,2020
NER,NER.6_1,67201.403,178930.888,262542.785,1123307.214,1634045.872,current,2020
NER,NER.8_1,57965.336,156579.793,228142.934,963955.891,1390252.147,current,2020
NER,NER.7_1,13656.989,35329.587,52243.222,233316.691,336796.803,current,2020
NER,NER.1_1,406.995,1856.011,2607.928,3673.92,4359.846,optimistic,2050
NER,NER.2_1,3428.922,10983.462,16831.624,36308.927,93113.228,optimistic,2050
NER,NER.3_1,38188.727,87642.192,242751.069,564543.443,842359.589,optimistic,2050
NER,NER.4_1,51513.236,155158.773,279120.78,631743.899,1219764.971,optimistic,2050
NER,NER.5_1,1197.749,4310.978,6693.984,8249.963,33389.222,optimistic,2050
NER,NER.6_1,60515.382,165015.207,367622.458,772688.317,1385519.684,optimistic,2050
NER,NER.8_1,31013.467,117639.596,180447.37,270198.021,662765.186,optimistic,2050
NER,NER.7_1,14492.179,35963.286,90131.048,204720.26,319620.352,optimistic,2050
NER,NER.1_1,659.851,2548.58,4378.554,6304.084,10376.948,pessimistic,2050
NER,NER.2_1,2056.346,8955.252,13483.784,19143.004,23860.924,pessimistic,2050
NER,NER.3_1,63119.135,120914.05,520773.323,907768.958,1204141.811,pessimistic,2050
NER,NER.4_1,73638.253,165044.189,464793.768,1131112.278,1591983.824,pessimistic,2050
NER,NER.5_1,1534.537,5945.883,8099.365,9408.292,42780.827,pessimistic,2050
NER,NER.6_1,63145.385,173400.007,448005.587,763870.755,1260774.535,pessimistic,2050
NER,NER.8_1,45277.986,141246.522,210311.107,597167.142,1079754.673,pessimistic,2050
NER,NER.7_1,27911.948,56874.388,240483.523,377269.023,505978.795,pessimistic,2050
NER,NER.1_1,487.743,2234.872,3050.984,4346.409,5528.839,optimistic,2100
NER,NER.2_1,2872.41,11746.176,16357.769,19735.77,64876.627,optimistic,2100
NER,NER.3_1,50261.753,112752.402,377294.146,711365.961,966742.824,optimistic,2100
NER,NER.4_1,67778.484,191822.008,437048.975,866761.502,1377909.366,optimistic,2100
NER,NER.5_1,1406.622,5111.032,7522.528,9049.982,41361.793,optimistic,2100
NER,NER.6_1,62082.705,180647.369,439188.98,701239.093,1242562.738,optimistic,2100
NER,NER.8_1,34174.902,134491.923,196451.948,271470.779,743821.616,optimistic,2100
NER,NER.7_1,17233.355,38577.58,109318.487,256441.054,387403.676,optimistic,2100
NER,NER.1_1,907.404,3328.133,5530.173,8889.625,17559.085,pessimistic,2100
NER,NER.2_1,4455.835,13637.267,22803.713,58918.609,100158.751,pessimistic,2100
NER,NER.3_1,143136.022,544625.731,1168059.716,1371926.068,1451253.894,pessimistic,2100
NER,NER.4_1,109453.154,273605.217,845184.558,1482596.72,1863331.55,pessimistic,2100
NER,NER.5_1,2585.918,6959.307,9348.918,45929.012,59745.006,pessimistic,2100
NER,NER.6_1,151482.187,387326.341,1266050.422,1944611.57,2321530.436,pessimistic,2100
NER,NER.8_1,60154.896,168795.149,311075.063,853542.779,1376152.347,pessimistic,2100
NER,NER.7_1,39764.519,103166.367,346365.848,482651.571,594021.749,pessimistic,2100
NGA,NGA.1_1,7626.551,17379.333,27156.31,139776.769,200683.038,current,2020
NGA,NGA.15_1,7288.419,17728.132,26953.778,129299.14,185147.185,current,2020
NGA,NGA.2_1,16347.876,38836.717,60043.785,291989.314,422266.707,current,2020
NGA,NGA.3_1,15075.052,36811.501,56255.398,265563.204,383242.202,current,2020
NGA,NGA.4_1,6696.365,15376.178,23987.012,122132.33,175662.03,current,2020
NGA,NGA.5_1,30942.354,76820.056,116810.867,535587.396,787616.575,current,2020
NGA,NGA.6_1,6197.481,15110.76,23148.462,109104.157,157838.351,current,2020
NGA,NGA.7_1,21248.104,51670.169,79177.502,374779.499,541839.723,current,2020
NGA,NGA.8_1,18565.614,45136.328,69221.21,327402.567,473508.174,current,2020
NGA,NGA.9_1,12001.406,28710.22,44153.972,214031.783,308358.963,current,2020
NGA,NGA.10_1,16828.635,40286.955,62057.195,299354.529,433056.101,current,2020
NGA,NGA.11_1,12919.725,30147.079,46940.379,232951.053,336838.133,current,2020
NGA,NGA.12_1,13025.693,31538.553,48528.102,228674.708,335721.971,current,2020
NGA,NGA.13_1,9192.517,23363.904,35229.809,157876.844,228939.719,current,2020
NGA,NGA.14_1,13437.415,32124.437,49325.429,240039.838,345115.776,current,2020
NGA,NGA.16_1,16284.091,39789.918,60998.962,284374.074,417765.883,current,2020
NGA,NGA.17_1,9189.814,22560.213,34604.094,159294.91,236373.049,current,2020
NGA,NGA.18_1,31205.58,75842.285,115959.302,551725.569,794846.829,current,2020
NGA,NGA.19_1,31527.877,74526.678,115020.216,566332.706,814774.633,current,2020
NGA,NGA.20_1,40501.536,102078.688,155023.823,688090.258,1033090.865,current,2020
NGA,NGA.21_1,37213.955,91324.43,139066.84,654523.565,942836.732,current,2020
NGA,NGA.22_1,27226.027,65924.252,101508.386,480113.907,697098.832,current,2020
NGA,NGA.23_1,17522.342,41418.607,67481.42,309798.182,448526.131,current,2020
NGA,NGA.24_1,7812.525,19019.906,29021.339,138069.101,198829.854,current,2020
NGA,NGA.25_1,3171.688,7443.006,11544.235,57097.913,82365.993,current,2020
NGA,NGA.26_1,9365.361,22271.956,34290.748,167380.982,241891.554,current,2020
NGA,NGA.27_1,22546.229,53288.265,82354.347,404220.643,583881.561,current,2020
NGA,NGA.28_1,12305.297,29417.345,45562.077,213772.355,326563.231,current,2020
NGA,NGA.29_1,12623.568,30302.088,46582.146,224508.954,323989.404,current,2020
NGA,NGA.30_1,13469.958,32896.66,50258.728,237285.69,342422.931,current,2020
NGA,NGA.31_1,16641.312,39422.652,60818.587,298343.468,429943.391,current,2020
NGA,NGA.32_1,16377.059,39304.753,60398.099,291117.989,420830.006,current,2020
NGA,NGA.33_1,19600.918,48213.919,73476.078,343838.549,496371.168,current,2020
NGA,NGA.34_1,27012.939,63081.01,97813.725,488328.386,702572.151,current,2020
NGA,NGA.35_1,10134.542,24054.458,37150.737,181282.41,261741.835,current,2020
NGA,NGA.36_1,15768.463,39695.903,59888.129,272952.435,394429.858,current,2020
NGA,NGA.37_1,23267.819,56649.833,87240.974,406407.048,598505.558,current,2020
NGA,NGA.1_1,8697.126,21545.093,55186.209,128438.498,176639.836,optimistic,2050
NGA,NGA.15_1,5340.202,15966.46,33250.207,59479.902,122394.968,optimistic,2050
NGA,NGA.2_1,16261.583,40223.715,111630.167,222273.905,332852.699,optimistic,2050
NGA,NGA.3_1,9194.231,32485.661,48809.936,76040.122,247246.526,optimistic,2050
NGA,NGA.4_1,30211.058,113808.839,237456.35,294110.041,344971.933,optimistic,2050
NGA,NGA.5_1,22085.225,64413.363,159620.064,258950.786,408007.058,optimistic,2050
NGA,NGA.6_1,4155.159,10352.913,19302.696,60045.103,114685.76,optimistic,2050
NGA,NGA.7_1,70707.367,262942.272,542807.248,708138.65,853807.698,optimistic,2050
NGA,NGA.8_1,10639.329,39542.538,59343.761,102968.41,225195.616,optimistic,2050
NGA,NGA.9_1,17657.477,53675.1,137124.798,203744.476,273008.576,optimistic,2050
NGA,NGA.10_1,21754.13,43371.347,177675.228,302683.449,425631.7,optimistic,2050
NGA,NGA.11_1,36220.041,119945.897,271654.467,413986.215,507954.851,optimistic,2050
NGA,NGA.12_1,28847.742,62786.453,253468.867,372022.954,498988.29,optimistic,2050
NGA,NGA.13_1,8921.984,21733.093,61284.271,118235.591,193259.236,optimistic,2050
NGA,NGA.14_1,58620.747,229218.919,446544.249,565499.224,652710.071,optimistic,2050
NGA,NGA.16_1,15966.107,43964.217,99794.047,212022.019,333748.322,optimistic,2050
NGA,NGA.17_1,40682.032,144052.503,314159.165,431970.393,507100.681,optimistic,2050
NGA,NGA.18_1,11760.685,50120.835,81011.936,100478.899,149854.644,optimistic,2050
NGA,NGA.19_1,27284.181,67652.059,174832.97,352638.052,647289.51,optimistic,2050
NGA,NGA.20_1,26030.986,86950.893,134177.215,287964.48,620951.823,optimistic,2050
NGA,NGA.21_1,21963.264,74312.415,115596.982,238197.541,514419.223,optimistic,2050
NGA,NGA.22_1,19858.785,54794.173,126347.368,259024.096,414499.096,optimistic,2050
NGA,NGA.23_1,54803.978,170045.828,441937.662,625730.443,760728.013,optimistic,2050
NGA,NGA.24_1,34556.885,131099.257,262982.962,348240.888,396282.262,optimistic,2050
NGA,NGA.25_1,3297.49,7415.5,24011.598,45171.651,69204.262,optimistic,2050
NGA,NGA.26_1,12284.442,26067.026,91393.467,174662.879,252874.346,optimistic,2050
NGA,NGA.27_1,23078.866,55893.096,162967.553,319389.628,458306.202,optimistic,2050
NGA,NGA.28_1,22034.085,46582.769,171488.614,314211.302,423203.77,optimistic,2050
NGA,NGA.29_1,19271.048,35187.547,154098.398,283881.161,391073.416,optimistic,2050
NGA,NGA.30_1,42823.145,102761.77,364642.546,552077.779,691971.063,optimistic,2050
NGA,NGA.31_1,48663.628,136727.552,395605.645,584162.296,748340.068,optimistic,2050
NGA,NGA.32_1,25577.227,60156.842,196171.02,345790.992,479888.25,optimistic,2050
NGA,NGA.33_1,34598.04,66104.988,260693.034,516270.37,723441.273,optimistic,2050
NGA,NGA.34_1,15548.194,49465.767,92249.878,183989.448,323183.331,optimistic,2050
NGA,NGA.35_1,39303.726,145184.157,298380.923,401601.452,481804.422,optimistic,2050
NGA,NGA.36_1,8805.16,32895.098,51895.272,98935.155,146113.641,optimistic,2050
NGA,NGA.37_1,14200.851,49949.639,83484.864,157621.076,271407.141,optimistic,2050
NGA,NGA.1_1,14580.424,23564.631,133655.163,208603.159,270569.147,pessimistic,2050
NGA,NGA.15_1,4376.613,12605.474,22008.494,55031.267,113510.008,pessimistic,2050
NGA,NGA.2_1,9513.545,24674.818,57540.436,125785.822,222872.904,pessimistic,2050
NGA,NGA.3_1,44989.757,121370.907,364911.336,563216.515,699188.213,pessimistic,2050
NGA,NGA.4_1,28798.497,109007.654,226888.397,281335.944,319547.675,pessimistic,2050
NGA,NGA.5_1,25070.164,64901.879,127732.158,357093.343,632882.331,pessimistic,2050
NGA,NGA.6_1,6357.387,13416.379,32619.822,99730.063,171635.502,pessimistic,2050
NGA,NGA.7_1,64023.643,201256.503,515664.361,720339.83,886462.214,pessimistic,2050
NGA,NGA.8_1,11985.99,33234.149,88071.465,145956.374,222058.923,pessimistic,2050
NGA,NGA.9_1,31825.81,110712.733,239346.823,341923.95,434218.432,pessimistic,2050
NGA,NGA.10_1,23767.064,42412.237,180921.196,346210.541,536478.216,pessimistic,2050
NGA,NGA.11_1,53474.592,204176.791,406748.624,522094.565,634507.646,pessimistic,2050
NGA,NGA.12_1,32684.944,73481.423,272623.192,435824.228,571538.998,pessimistic,2050
NGA,NGA.13_1,11856.129,23129.994,61974.488,202122.936,302169.178,pessimistic,2050
NGA,NGA.14_1,66808.272,277374.61,491398.073,617305.73,706877.368,pessimistic,2050
NGA,NGA.16_1,16856.642,38639.032,126286.276,225654.218,342820.308,pessimistic,2050
NGA,NGA.17_1,42563.992,164995.271,313310.78,423773.968,505655.471,pessimistic,2050
NGA,NGA.18_1,20224.289,63395.197,107577.901,240568.452,477028.437,pessimistic,2050
NGA,NGA.19_1,26475.195,60440.747,156267.087,388159.631,641724.384,pessimistic,2050
NGA,NGA.20_1,30848.844,82733.286,158653.742,438219.298,746497.965,pessimistic,2050
