fid,GID_1,scenario,time_horizon,AAD_high,PMD_10_high,PMD_25_high,PMD_50_high,PMD_100_high,PMD_250_high,AAD_medium,PMD_10_medium,PMD_25_medium,PMD_50_medium,PMD_100_medium,PMD_250_medium,AAD_low,PMD_10_low,PMD_25_low,PMD_50_low,PMD_100_low,PMD_250_low
2341,PHL.11_1,optimistic,2050,480.3135025433753,0.0,0.0,2471.99666888356,6525.888825873243,37430.137321867085,139.5554646202096,0.0,0.0,0.0,0.0,12277.035511642138,22.32644198958432,0.0,0.0,0.0,0.0,1335.911410614262
2341,PHL.11_1,optimistic,2100,235.30701564268617,0.0,0.0,952.4923076979212,1943.771164552369,30666.927956926185,74.5046730517014,0.0,0.0,0.0,0.0,8066.667140436459,8.909303320751256,0.0,0.0,0.0,0.0,0.0
2341,PHL.11_1,pessimistic,2050,375.8123229576737,0.0,0.0,3508.650052175144,8674.927776406184,33763.547460402966,133.37351077660082,0.0,0.0,0.0,689.9497262927189,13675.636185230953,33.03709323369999,0.0,0.0,0.0,0.0,993.759094462718
2341,PHL.11_1,pessimistic,2100,448.0631524499959,0.0,184.80010843582176,7980.300891798916,8008.568483090404,30361.30015930521,101.47721919603916,0.0,0.0,0.0,0.0,9904.84423148922,16.0421879598396,0.0,0.0,0.0,0.0,828.1179672119921
2342,PHL.12_1,current,hist,25392.0207917059,0.0,0.0,0.0,3453.161738765639,2517290.88725199,321.0623801538318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2342,PHL.12_1,medium,2050,34442.263468828285,0.0,48197.99846038733,697690.3983206804,1772663.1115163118,2838495.5359546607,12567.739476595045,0.0,0.0,0.0,141866.55833575653,1449313.6840529891,1327.5836559767356,0.0,0.0,0.0,0.0,108886.12603018488
2342,PHL.12_1,medium,2100,37532.82910669083,0.0,4510.165411438959,287009.7325793041,1701692.958912915,2327535.9553531604,6649.785654807938,0.0,0.0,0.0,136378.832575125,719196.3119157513,258.9616297643146,0.0,0.0,0.0,0.0,91448.8416071954
2342,PHL.12_1,optimistic,2050,40939.94772240729,0.0,6515.040635790458,193879.59208228788,2211931.342929516,2635268.0244567115,12300.874855043749,0.0,0.0,0.0,91367.77171721237,1388395.1884157648,688.7524798969741,0.0,0.0,0.0,0.0,12.37659911826594
2342,PHL.12_1,optimistic,2100,46894.38822072021,0.0,8069.64920610026,663704.401221654,2291092.414797976,1903079.875146148,19245.394717057294,0.0,0.0,0.0,138785.622431071,2320350.417832913,6926.6002841958825,0.0,0.0,0.0,0.0,435627.59074550594
2342,PHL.12_1,pessimistic,2050,48342.617338968616,0.0,10929.10187670362,835130.3415357848,2004135.4528560613,2743257.714343478,10553.732419222006,0.0,0.0,0.0,301419.965143108,1306991.390194825,2617.081821558857,0.0,0.0,0.0,0.0,84345.83558928812
2342,PHL.12_1,pessimistic,2100,60944.80600180636,0.0,289476.1156794035,1983540.8604015373,1808938.0686822,2816566.9023470823,24375.466051992906,0.0,0.0,137210.3170658289,1535408.4458345715,2283331.474396542,2911.389490078884,0.0,0.0,0.0,4816.242061301819,414135.4995704832
2343,PHL.13_1,current,hist,0.1623603377059425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,PHL.13_1,medium,2050,269.61547039092375,0.0,0.0,0.0,0.0,48690.416430265286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,PHL.13_1,medium,2100,2058.554909537273,0.0,0.0,0.0,324.9435127926057,168142.75483506336,30.49933312330173,0.0,0.0,0.0,0.0,1472.5855429568724,0.0,0.0,0.0,0.0,0.0,0.0
2343,PHL.13_1,optimistic,2050,0.0541201125686475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,PHL.13_1,optimistic,2100,1549.8541205301754,0.0,0.0,0.0,0.0,139684.97383594365,2.2161601568592806,0.0,0.0,0.0,0.0,83.39448428895443,0.0,0.0,0.0,0.0,0.0,0.0
2343,PHL.13_1,pessimistic,2050,290.0421692495499,0.0,0.0,0.0,0.0,171.95923167958298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,PHL.13_1,pessimistic,2100,2914.3737221675656,0.0,0.0,0.0,97.77194184115513,353701.2561520735,0.0,0.0,0.0,0.0,0.0,148.0013718860782,0.0,0.0,0.0,0.0,0.0,0.0
2344,PHL.14_1,current,hist,5269.153243223942,0.0,0.0,0.0,35440.35572700873,745620.588975202,1852.5555764153662,0.0,0.0,0.0,0.0,23287.84311623129,908.971182703626,0.0,0.0,0.0,0.0,0.0
2344,PHL.14_1,medium,2050,4720.010541234937,0.0,0.0,28301.120089418466,159890.34320625575,353011.39267565333,1209.7554359080418,0.0,0.0,0.0,18930.46260383591,154927.13003670442,302.990394234542,0.0,0.0,0.0,0.0,50031.22054359436
2344,PHL.14_1,medium,2100,5397.070272335086,0.0,462.5684318327425,128784.17196399556,168007.2193747651,356908.0875853789,1680.411362899166,0.0,0.0,0.0,2495.6691160736123,130984.00879193233,620.840531330625,0.0,0.0,0.0,0.0,27346.30303136316
2344,PHL.14_1,optimistic,2050,6119.936195616921,0.0,0.0,52741.63774443461,130301.6447683628,307173.9530495992,1806.754498654464,0.0,0.0,0.0,10798.082543662133,149879.83328858612,555.0349801726505,0.0,0.0,0.0,0.0,12263.707795765564
2344,PHL.14_1,optimistic,2100,5320.387032266724,0.0,0.0,110750.023313057,194608.147000111,356908.0875853789,1270.2045937923565,0.0,0.0,0.0,2241.895037663832,119525.87899645336,546.6006035111357,0.0,0.0,0.0,0.0,50669.813441194245
2344,PHL.14_1,pessimistic,2050,6085.915098269932,0.0,11484.87912090885,135660.81856810744,182459.4085727197,350597.41352012334,1270.5384900679378,0.0,0.0,0.0,59379.26231581646,125324.80592921191,302.990394234542,0.0,0.0,0.0,0.0,26504.374578115803
2344,PHL.14_1,pessimistic,2100,5291.8722338065,0.0,919.326191501646,226648.5566129876,113578.41371384094,356908.0875853789,2287.038190852014,0.0,0.0,1703.202681835561,58668.4810198563,135614.51192398212,545.1296623409219,0.0,0.0,0.0,0.0,35275.4419231692
2345,PHL.15_1,current,hist,21061.382664681863,0.0,0.0,0.0,26448.017490215643,1855361.092264166,5670.08104786887,0.0,0.0,0.0,0.0,254081.6242038363,421.1822582996212,0.0,0.0,0.0,0.0,0.0
2345,PHL.15_1,medium,2050,16682.142039366525,0.0,5375.721047508874,465023.3164733603,762964.7536134131,1216607.5845700642,2816.1000508731613,0.0,0.0,0.0,28193.55308923181,358192.3454701724,471.9826942095276,0.0,0.0,0.0,0.0,9277.72191816112
2345,PHL.15_1,medium,2100,24018.38063114653,0.0,2540.7638089286984,99388.89687311256,1167876.3527411234,1097871.2043178186,3810.493936961122,0.0,0.0,0.0,149579.78788171467,259500.78846307512,525.261430864432,0.0,0.0,0.0,0.0,28616.393642114854
2345,PHL.15_1,optimistic,2050,11167.703072363967,0.0,0.0,58661.16428462642,275642.2240721154,659818.1369318182,2351.512225462336,0.0,0.0,0.0,3518.2012777818577,181197.9993881592,140.7410262340646,0.0,0.0,0.0,0.0,44.96724396220005
2345,PHL.15_1,optimistic,2100,27960.428107098145,0.0,86614.6382659813,411831.2576916966,1236540.3788373463,1206505.7760769888,6475.277194231681,0.0,0.0,805.3812240767221,95806.88225549395,480217.8707808337,1812.826946882073,0.0,0.0,0.0,0.0,163493.04792385944
2345,PHL.15_1,pessimistic,2050,14841.122751546376,0.0,16545.05292499592,139343.32402845856,553624.7284966257,992106.3154041836,4696.668960993349,0.0,0.0,0.0,135592.70610775187,664472.2174803858,1299.6408815654547,0.0,0.0,0.0,0.0,55590.07822515744
2345,PHL.15_1,pessimistic,2100,26791.081559619342,0.0,134738.58732334303,294658.7346353185,766918.9795967143,1400815.1255796622,10397.244417316177,0.0,0.0,48777.5709551409,511115.4158005721,736638.7738256893,2796.937065233106,0.0,0.0,0.0,129908.42817003051,293409.3980468448
2346,PHL.16_1,current,hist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,PHL.16_1,medium,2050,246.459984731716,0.0,0.0,0.0,1.8282688745093048,26149.615742742146,25.295454703107065,0.0,0.0,0.0,0.0,2751.142735616997,0.3209320105218376,0.0,0.0,0.0,0.0,34.90468069212688
2346,PHL.16_1,medium,2100,318.44270731305755,0.0,0.0,0.0,0.0,47633.51418237707,0.1889068379532099,0.0,0.0,0.0,0.0,26.13951036057437,0.0,0.0,0.0,0.0,0.0,0.0
2346,PHL.16_1,optimistic,2050,969.7513850575866,0.0,0.0,0.0,8.980464472965572,42849.061091216085,44.06743303446475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,PHL.16_1,optimistic,2100,696.6629145860483,0.0,0.0,0.0,0.0,83759.24907993605,32.98585293763983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,PHL.16_1,pessimistic,2050,58.89619873853068,0.0,0.0,0.0,0.0,6080.453308836626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,PHL.16_1,pessimistic,2100,17.855089227248698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2347,PHL.17_1,current,hist,58684.62105436843,0.0,0.0,0.0,617782.8876812052,5643556.912370209,5340.188513631401,0.0,0.0,0.0,0.0,26447.74436368744,71.04032452662068,0.0,0.0,0.0,0.0,0.0
2347,PHL.17_1,medium,2050,75124.30700993349,0.0,118426.96244020012,1144219.8425169785,3589935.3501726,3962360.960690908,23011.63202539512,0.0,0.0,1951.0621272632343,939836.3567127791,3171798.900964791,4602.894669533684,0.0,0.0,0.0,11421.18252533935,442884.2618935261
2347,PHL.17_1,medium,2100,98786.440404356,0.0,228191.47854390644,1778732.3119310304,3829391.5206603855,3967277.0581226815,26447.8063350235,0.0,0.0,258.0203390274256,1129896.8959551596,2755896.9821399897,10321.39647506962,0.0,0.0,0.0,21015.81588739568,296591.40145383857
2347,PHL.17_1,optimistic,2050,72661.24214215329,0.0,0.0,621190.9079556665,3008087.89542642,3618974.563420455,17038.451798606533,0.0,0.0,1038.95350209487,210737.3810758659,2365231.4983819425,6708.309636323828,0.0,0.0,0.0,0.0,121159.11257144951
2347,PHL.17_1,optimistic,2100,63471.15217658541,0.0,10178.884775864246,461206.4504822273,2627960.0956348814,4249227.406618173,18166.052073011582,0.0,0.0,1115.8498760914645,371360.0276048811,2471561.0430628685,1729.037960700707,0.0,0.0,0.0,607.1298496497196,456908.9007499337
2347,PHL.17_1,pessimistic,2050,91719.1447372478,0.0,331069.2392683083,1751014.2445066296,4333057.7464822,3520880.74518219,31329.538968893,0.0,0.0,129322.18807080862,1056299.5513716305,3026180.1906478982,10903.391512279766,0.0,0.0,0.0,10123.551985282693,1615656.3445657503
2347,PHL.17_1,pessimistic,2100,129715.48049300138,0.0,557253.6213614049,3191177.574376413,4719833.727701779,4473551.685503994,24318.298259780066,0.0,0.0,53610.66871063271,517634.1582070275,3150256.3693653503,3151.04136682987,0.0,0.0,0.0,2872.8628659170035,623917.7865806369
2348,PHL.18_1,current,hist,12650.770884389076,0.0,0.0,13133.408657652704,118719.95254197156,1318681.9424899826,2383.437998204588,0.0,0.0,0.0,67.94598272759114,80093.1613092667,561.4628254529666,0.0,0.0,0.0,0.0,845.3612373525843
2348,PHL.18_1,medium,2050,22057.45599983316,745.3601168474519,77249.80984880353,353223.9544643351,724421.512340457,1103805.4931338904,9574.572071693165,0.0,539.7040074374876,69316.36355145415,343409.19652631803,465856.8977443025,2085.392759925697,0.0,0.0,119.78363530122697,50856.50723133915,205930.62060392703
2348,PHL.18_1,medium,2100,35569.591925610825,8843.31427505185,292301.03648900567,606525.0908277942,901983.663792382,986610.095969311,6296.529893036692,0.0,16948.97844909957,141081.20610386756,198146.41285288928,514962.55022532615,2232.3660331066103,0.0,0.0,14730.553647648178,57902.1588326653,49773.19330567602
2348,PHL.18_1,optimistic,2050,26497.26280867552,1748.4504441051602,176693.71721708716,298142.492645104,369719.1851492725,676870.4944249166,5396.723712449115,0.0,13638.660596394937,51135.21532640225,148735.32211952232,407235.3618593405,1212.171434281261,0.0,0.0,0.0,9100.803664478271,102702.26027205448
2348,PHL.18_1,optimistic,2100,21588.241036788106,3716.145066234358,137326.18621269191,266012.8657826606,745565.7815452267,787521.9246120532,5925.176776400012,0.0,1766.639155894189,34423.08552982447,262912.19249963894,446688.2841505324,2880.89461343701,0.0,0.0,4301.203295252991,101178.38525650436,309937.0931712174
2348,PHL.18_1,pessimistic,2050,18783.0305601378,5772.168573485814,90622.647334139,378659.4594359431,711455.9399149589,745614.4326206935,5562.343178248496,0.0,7157.008301953014,77209.55766052954,208172.67723367628,246735.78945832263,1226.4082974222356,0.0,0.0,613.900245289694,28621.26124302458,134956.5739814296
2348,PHL.18_1,pessimistic,2100,42656.37899629416,24543.66508177254,363812.21014168224,714381.4830258597,909709.2248055995,1200957.7158920048,13980.578824283144,0.0,21380.9631788197,246845.6505356482,579990.3983926129,616975.2850149497,4782.237302041297,0.0,5.983889437030177,31720.727806270614,176524.40774966253,408691.2785752343
2349,PHL.19_1,current,hist,20903.8613343673,0.0,0.0,55524.02472347983,890073.8857077286,1813864.0807823087,1624.3376910375832,0.0,0.0,0.0,419.418307847518,28168.11497149043,42.99611258324321,0.0,0.0,0.0,0.0,0.0
2349,PHL.19_1,medium,2050,19430.99756400702,0.0,102147.08453628042,340800.0954146062,729313.8087222895,762156.6543795061,6423.55134700486,0.0,0.0,68642.04041991054,244933.5532737236,578429.4001965537,2394.2374077409822,0.0,0.0,0.0,17661.336341742823,159787.99162003677
2349,PHL.19_1,medium,2100,34956.700070433246,29.190354635916528,257908.3212229444,633196.9272270394,780581.0651787989,1013721.7338108368,7171.969971812501,0.0,0.0,13976.449623012762,703507.0947777652,803350.8738344371,5603.894451944452,0.0,0.0,0.0,246459.3644856876,570167.1646912802
2349,PHL.19_1,optimistic,2050,20476.788423182486,0.0,82968.27131474653,405053.67705738224,655077.435034256,1033621.7293631912,5366.011904369512,0.0,0.0,25226.08127090876,187321.31907297127,739692.8186784107,1693.7563912162557,0.0,0.0,0.0,733.7958123476549,271036.4573822708
2349,PHL.19_1,optimistic,2100,20785.058366313184,0.0,32461.15002127567,389045.61904087046,706667.4578231497,885830.6925965128,3766.965734985336,0.0,0.0,10164.342215970966,167010.44944944937,363179.1972362613,1843.1347418833543,0.0,0.0,0.0,1990.5896283315387,46198.49697378417
2349,PHL.19_1,pessimistic,2050,26901.63186722467,144.3350647561451,294420.1178765477,646026.2876110042,716527.4008659524,820892.1936642788,8688.499418095233,0.0,3264.811307516563,143387.42273890937,561555.5766444786,707666.2196344178,2323.1994470416225,0.0,0.0,0.0,25864.874812967955,241883.052940782
2349,PHL.19_1,pessimistic,2100,52922.773727905646,64884.30282146161,617850.8513501962,855521.9565883566,854180.8044672861,1033621.7293631912,14846.681646797486,0.0,42119.26691152716,340078.3283261371,669160.3418915002,655103.9953183917,6586.279640411698,0.0,0.0,8066.792922761313,206465.0203314589,584041.2310697401
2350,PHL.20_1,current,hist,88432.08416642564,0.0,0.0,455106.17671066703,3606907.1794956317,7687439.924334804,19000.872043283412,0.0,0.0,0.0,37058.89511942963,940209.2798245058,3569.6980515825035,0.0,0.0,0.0,0.0,0.0
2350,PHL.20_1,medium,2050,68454.63958781814,0.0,267319.8179315399,1472532.9440866322,2898822.995620246,3058531.843291432,19813.609321094573,0.0,0.0,68299.16805981433,831277.6484557155,1828444.4163273545,2517.6864633883206,0.0,0.0,0.0,35036.18981523838,394040.8585580581
2350,PHL.20_1,medium,2100,112077.422375806,37.37319958568976,1024622.9213496712,2470687.031317788,2936815.379869641,2994618.2667717687,34113.46685694294,0.0,11965.630723915165,467237.1451339073,1279492.342945032,2082461.7984025187,11122.85734013128,0.0,0.0,19111.991996869856,227691.2227799268,724963.9218667992
2350,PHL.20_1,optimistic,2050,65074.36298003521,0.0,221652.63644917955,1191097.2958359746,2443436.878508945,3114942.9145288933,17317.965587810257,0.0,0.0,79977.60683244289,287728.7829539545,1693199.6579478832,5108.2593104530415,0.0,0.0,0.0,25738.29616692524,368138.2358365637
2350,PHL.20_1,optimistic,2100,67289.04905734138,0.0,290035.9409500853,1602944.1142285413,2626581.098822573,3051002.252178611,29198.92374002089,0.0,0.0,364516.30321363,941959.5524608608,2204175.168162022,7333.5610857263855,0.0,0.0,0.0,61971.166184382455,796973.9400965687
2350,PHL.20_1,pessimistic,2050,120455.32802066044,36487.950210777664,1522045.2594875284,1797643.8421706313,2777648.156629445,3353670.59671553,28417.23923865381,0.0,41792.71985952,393856.8049224671,1050419.7543351213,1813086.0270868,8833.019837865799,0.0,0.0,0.0,121839.1993373233,861914.5772245711
2350,PHL.20_1,pessimistic,2100,138789.2233995161,31402.315017357985,1542771.9748035693,2509850.253971542,2950411.99283372,3088555.7242636075,38699.18203731436,0.0,87705.91421256708,479686.7291084769,1643412.8920100238,1596814.942957946,9876.663357166131,0.0,0.0,25001.236121428235,330396.9861619561,938645.9651550048
2351,PHL.21_1,current,hist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,PHL.21_1,medium,2050,12.46933284853932,0.0,0.0,0.0,0.0,792.2258468939123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,PHL.21_1,medium,2100,323.6997259166576,0.0,0.0,0.0,0.0,45642.39466432207,154.42695193231867,0.0,0.0,0.0,0.0,21818.33000977501,4.371496590313401,0.0,0.0,0.0,0.0,0.0
2351,PHL.21_1,optimistic,2050,225.2007261513045,0.0,0.0,0.0,0.0,26147.436397871268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,PHL.21_1,optimistic,2100,238.5990361825524,0.0,0.0,0.0,1754.5856202821076,35394.037016446266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,PHL.21_1,pessimistic,2050,170.24506854004167,0.0,0.0,0.0,0.0,2250.203687868947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,PHL.21_1,pessimistic,2100,348.837246413926,0.0,0.0,0.0,0.0,41428.29415146993,16.026670729508414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2352,PHL.22_1,current,hist,7915.326990833232,0.0,0.0,0.0,0.0,305451.1622003121,5232.373927611928,0.0,0.0,0.0,0.0,0.0,1386.0486809908507,0.0,0.0,0.0,0.0,0.0
2352,PHL.22_1,medium,2050,8813.160531032388,0.0,0.0,8757.978765956592,355292.46586931235,287608.5787133852,3306.727345432329,0.0,0.0,0.0,687.4393457045236,182249.43188577413,912.8848511028468,0.0,0.0,0.0,0.0,5473.403946216205
2352,PHL.22_1,medium,2100,10208.590735103076,0.0,0.0,13278.125252742766,454611.4367737521,1127289.0364614502,4765.386896725531,0.0,0.0,0.0,14184.54527167682,459403.31381060736,972.1141236806844,0.0,0.0,0.0,0.0,24991.530481395668
2352,PHL.22_1,optimistic,2050,7086.93203442857,0.0,0.0,10889.080620937406,167400.8162475417,525583.0679650218,2345.788018430837,0.0,0.0,0.0,0.0,23361.38800753268,463.0987309405407,0.0,0.0,0.0,0.0,0.0
2352,PHL.22_1,optimistic,2100,10191.099198825965,0.0,0.0,116994.4568367108,275451.9349281303,398169.7217465002,2939.2780016285024,0.0,0.0,0.0,0.0,147422.40057766094,515.6215593741713,0.0,0.0,0.0,0.0,10554.843740348037
2352,PHL.22_1,pessimistic,2050,9486.419345182612,0.0,0.0,110.07255471733396,325661.6305711721,772904.9121266336,2449.9989676437613,0.0,0.0,0.0,0.0,32243.42875928688,1007.666565232596,0.0,0.0,0.0,0.0,211.5984665595344
2352,PHL.22_1,pessimistic,2100,9232.832097147386,0.0,0.0,15049.033342782415,359173.98070257326,948712.640937538,3721.592126061024,0.0,0.0,0.0,2053.2446515608226,116320.12323673074,1090.8660094389734,0.0,0.0,0.0,0.0,16864.166427855063
2353,PHL.23_1,current,hist,16627.109087658733,0.0,0.0,277379.0311676429,715486.6571097147,1048026.9683192135,3929.0965373134445,0.0,0.0,0.0,16396.318855799393,429527.9353254756,844.2289764661705,0.0,0.0,0.0,0.0,0.0
2353,PHL.23_1,medium,2050,10691.12130860965,0.0,52921.47635108396,264298.9088931376,347780.47503379243,451723.0417579044,2469.539842889218,0.0,0.0,44226.30021668517,62909.71792826803,267485.2852001707,447.98636742584426,0.0,0.0,0.0,0.0,4831.219038346794
2353,PHL.23_1,medium,2100,16588.890005588713,0.0,152132.148129746,338489.30155964463,394155.0108793067,452168.2309922335,3442.0827700829127,0.0,0.0,104725.97262529534,71048.54034995654,318281.2337109954,1083.2554085875918,0.0,0.0,0.0,41756.44617670744,72065.6315174876
2353,PHL.23_1,optimistic,2050,8489.763617920798,0.0,18311.453584090326,199599.20275439136,355840.4091247556,452809.4377598761,2614.983598848984,0.0,0.0,0.0,33327.831883598985,281921.8701305397,595.4368917087412,0.0,0.0,0.0,0.0,13053.47623515246
2353,PHL.23_1,optimistic,2100,9382.734714425998,0.0,20038.05061656565,249688.20663269144,401779.9524795755,453002.9440468811,2895.8980902089497,0.0,0.0,15421.819748371794,101515.91283174042,288604.81956690265,688.0217923913115,0.0,0.0,0.0,4659.027892440987,32884.677650668506
2353,PHL.23_1,pessimistic,2050,14838.904420476418,0.0,157801.03455486233,316041.66099646146,389266.87866215967,451829.3414230694,4599.854181683138,0.0,0.0,33258.4344386048,113642.69040916028,303278.75476646353,1197.0573685795212,0.0,0.0,0.0,4504.880174974896,102712.81135155247
2353,PHL.23_1,pessimistic,2100,18051.419907751133,799.608118651388,186713.58235832423,257200.1278985044,400942.0005653196,453704.473421525,3828.077056096518,0.0,0.0,44882.976622327245,163475.13353989783,275860.494572392,928.2140489859846,0.0,0.0,0.0,15057.282774425152,96667.57000133992
2354,PHL.24_1,current,hist,51144.419642537905,0.0,0.0,0.0,96953.28186281426,6099934.897210812,473.66558393441846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2354,PHL.24_1,medium,2050,49212.28486820721,0.0,0.0,483565.2862168612,2599071.345972292,3527482.507535132,14898.27784100374,0.0,0.0,0.0,8645.617698877459,2669681.989067764,132.20606121536645,0.0,0.0,0.0,0.0,7852.788310018891
2354,PHL.24_1,medium,2100,64823.80815518303,0.0,0.0,741985.5733080945,2368222.8652420654,3620200.5253880136,4349.14164516081,0.0,0.0,0.0,0.0,286001.7246462971,498.83451804687,0.0,0.0,0.0,0.0,0.0
2354,PHL.24_1,optimistic,2050,59094.19486724067,0.0,0.0,594549.1297108463,2566944.2817742736,4448963.205812264,7148.99095591432,0.0,0.0,0.0,15797.446028342332,635143.728520642,53.1604113470175,0.0,0.0,0.0,0.0,0.0
2354,PHL.24_1,optimistic,2100,50233.59563299417,0.0,0.0,0.0,2563744.32924866,3885244.5923216105,5213.722772783241,0.0,0.0,0.0,18925.81998820708,137023.54764484472,2187.7923993589748,0.0,0.0,0.0,0.0,0.0
2354,PHL.24_1,pessimistic,2050,68303.01796234581,0.0,0.0,1562649.7566820723,3313826.144299742,2254879.256151569,8608.13333617425,0.0,0.0,0.0,234206.78363814933,0.0,150.1014032429505,0.0,0.0,0.0,0.0,4330.666651894792
2354,PHL.24_1,pessimistic,2100,96817.87455169651,0.0,229519.9973293388,1933625.2226864905,4297465.69497222,3715279.885416238,21081.51296289066,0.0,0.0,0.0,1069057.4910945892,2561531.241913528,4504.3309307382015,0.0,0.0,0.0,0.0,538956.7885081269
2355,PHL.25_1,current,hist,118457.70009226774,0.0,0.0,358375.13783533126,3208152.989952675,12157702.797529336,44522.72839696044,0.0,0.0,0.0,113724.98063227418,2472094.8398569864,12996.870554479327,0.0,0.0,0.0,0.0,272162.0798284577
2355,PHL.25_1,medium,2050,88744.16950574852,0.0,453395.2639833094,2316074.673697728,2804247.675161763,5910192.397755386,46496.087237830405,0.0,437.5602788884164,198371.9309832617,1251050.621261296,4877488.588864157,14108.374002422926,0.0,0.0,948.5567011413546,219936.06946545697,1440165.1430887969
2355,PHL.25_1,medium,2100,135825.29939295427,0.0,335747.43324623577,2411475.465204312,5118968.126873693,6515685.631959254,58616.5968231809,0.0,82.08011590085087,141106.0234591759,2716211.020575657,4271540.889742205,12724.553403657985,0.0,0.0,0.0,95557.7890465493,1158582.1869805516
2355,PHL.25_1,optimistic,2050,76551.60237935948,0.0,106917.37056177104,747711.8037853445,3492636.242917029,5995231.195503829,31369.93617546944,0.0,0.0,99707.39047770786,282338.2291560831,1842202.1055247951,6944.997232110858,0.0,0.0,0.0,25952.23384065813,329772.387757442
2355,PHL.25_1,optimistic,2100,108736.31587072415,1939.472376737964,360569.41644690256,1195562.2269207388,5186154.440085922,6664294.2753402665,43285.83015470951,0.0,5310.995358410061,500438.22931834986,1058392.0276813316,4513146.789420089,18622.807063718155,0.0,0.0,4398.450050181767,137945.07128313623,1460438.114205458
2355,PHL.25_1,pessimistic,2050,62310.91329721537,0.0,373164.62163766206,1265009.8559972453,2096905.1647497164,5513117.52329283,33646.88100614368,0.0,0.0,144227.80964495696,509380.4827096077,3972519.067337224,19424.306614597128,0.0,0.0,0.0,147124.67824442848,1222469.2011111763
2355,PHL.25_1,pessimistic,2100,100592.70801609884,0.0,580098.2078760739,2501286.0194170126,4143039.276658886,6032450.416011371,41306.20198020994,0.0,0.0,277851.6114810143,594169.6848115328,4290944.203281073,16498.089949572222,0.0,0.0,46.57573537364637,99207.72828177024,2432911.2749623484
2356,PHL.26_1,current,hist,10763.791700194577,0.0,0.0,0.0,244462.54516402358,1048550.7496983684,1837.6848920404796,0.0,0.0,0.0,0.0,126595.92184231813,100.43456254348439,0.0,0.0,0.0,0.0,0.0
2356,PHL.26_1,medium,2050,6509.5409501666345,0.0,0.0,18133.774225272187,331020.0803288464,644852.7285854402,4159.686984640637,0.0,0.0,0.0,386153.19262481487,467038.04884649714,1680.597946365312,0.0,0.0,0.0,57334.7685962136,204995.76229538265
2356,PHL.26_1,medium,2100,14266.23341742256,0.0,15559.310821476876,167496.1867960405,253915.94557090336,747132.7891959943,2568.2374187697733,0.0,0.0,18171.48342501867,126420.68412840612,212216.5481538606,33.48113235072117,0.0,0.0,0.0,29835.44982405489,0.394183483443569
2356,PHL.26_1,optimistic,2050,10466.54494221612,0.0,1794.9555048189595,215862.07269159524,371864.3876805897,412711.5043157395,4026.4714855124216,0.0,0.0,3819.541803858531,149518.0091891041,175274.60514363693,1219.1441420153335,0.0,0.0,0.0,2846.674553188049,36135.61935657454
2356,PHL.26_1,optimistic,2100,10058.729087549083,0.0,6056.288253179911,102204.51634797423,309091.9353911935,398839.5281036308,2030.657073847128,0.0,0.0,97609.74815180108,120779.65758080767,34271.9029271328,33.01061100682161,0.0,0.0,1.0122154319658914,1130.5315119098238,49492.24730832863
2356,PHL.26_1,pessimistic,2050,12458.30429075505,0.0,413.3129802417302,200929.5519510282,527580.4167931229,685437.1660687383,4099.098681980644,0.0,0.0,41509.83129154629,187361.01805036992,501058.1635249169,1284.4820989032223,0.0,0.0,0.0,21282.49131127737,217609.1329026628
